Area Name,Area ID,Year,Age Group,Male,Hispanic Total,Hispanic Male,Hispanic Female,Hispanic White Total,Hispanic White Male,Hispanic White Female,Hispanic Black Total,Hispanic Black Male,Hispanic Black Female,Hispanic AIAN Total,Hispanic AIAN Male,Hispanic AIAN Female,Hispanic Asian Total,Hispanic Asian Male,Hispanic Asian Female,Hispanic NHOPI Total,Hispanic NHOPI Male,Hispanic NHOPI Female,Hispanic Two or More Races Total,Hispanic Two or More Races Male,Hispanic Two or More Races Female,Non-Hispanic Total,Non-Hispanic Male,Non-Hispanic Female,Non-Hispanic White Total,Non-Hispanic White Male,Non-Hispanic White Female,Non-Hispanic Black Total,Non-Hispanic Black Male,Non-Hispanic Black Female,Non-Hispanic AIAN Total,Non-Hispanic AIAN Male,Non-Hispanic AIAN Female,Non-Hispanic Asian Total,Non-Hispanic Asian Male,Non-Hispanic Asian Female,Non-Hispanic NHOPI Total,Non-Hispanic NHOPI Male,Non-Hispanic NHOPI Female,Non-Hispanic Two or More Races Total,Non-Hispanic Two or More Races Male,Non-Hispanic Two or More Races Female
Snohomish,53061,2015,5-9,"25,156","8,812","4,414","4,398","7,256","3,660","3,596",243,111,132,344,166,178,151,69,82,46,23,23,771,385,386,"40,373","20,743","19,630","28,909","14,924","13,985","1,435",742,693,608,292,316,"4,641","2,346","2,295",292,144,147,"4,488","2,295","2,193"
Snohomish,53061,2015,10-14,"24,792","7,164","3,738","3,426","5,888","3,054","2,834",186,97,89,300,144,156,130,70,60,30,20,10,630,353,277,"41,510","21,054","20,456","30,937","15,711","15,226","1,356",682,674,639,339,300,"4,356","2,223","2,132",262,135,127,"3,960","1,964","1,996"
Snohomish,53061,2015,15-19,"23,204","5,594","2,860","2,734","4,664","2,409","2,255",136,69,68,244,123,122,117,61,57,20,14,6,412,185,227,"39,313","20,344","18,969","29,822","15,500","14,323","1,230",644,586,664,325,339,"4,214","2,177","2,037",287,147,140,"3,096","1,552","1,545"
Snohomish,53061,2015,20-24,"24,462","6,504","3,660","2,845","5,433","3,081","2,352",207,109,98,284,155,128,115,65,50,46,29,17,418,220,199,"40,723","20,802","19,921","31,221","15,908","15,312","1,520",873,648,675,330,344,"4,590","2,295","2,296",341,196,144,"2,376","1,200","1,176"
Snohomish,53061,2015,25-29,"25,843","7,227","4,014","3,214","6,177","3,470","2,708",183,98,84,273,136,137,131,68,63,45,23,23,417,219,198,"42,357","21,829","20,528","32,624","16,999","15,625","1,564",944,619,620,329,291,"5,211","2,395","2,816",279,144,135,"2,059","1,017","1,042"
Snohomish,53061,2015,30-34,"28,094","7,887","4,295","3,591","6,781","3,734","3,047",211,98,113,307,181,126,142,68,74,44,24,20,401,191,210,"46,955","23,799","23,156","35,576","18,187","17,390","1,928","1,127",801,638,327,311,"6,347","2,888","3,459",376,208,167,"2,089","1,061","1,028"
Snohomish,53061,2015,35-39,"27,060","6,532","3,574","2,958","5,663","3,089","2,574",145,88,57,254,138,116,134,76,58,27,14,12,309,168,140,"46,178","23,485","22,693","34,943","17,941","17,002","1,814","1,112",702,586,272,314,"6,895","3,180","3,716",318,166,151,"1,622",815,807
Snohomish,53061,2015,40-44,"27,177","4,748","2,588","2,160","4,127","2,252","1,875",110,60,50,169,104,65,116,52,64,23,15,8,203,106,98,"48,345","24,589","23,756","38,249","19,544","18,705","1,731","1,096",635,664,341,323,"5,946","2,709","3,237",293,164,129,"1,462",735,727
Snohomish,53061,2015,45-49,"27,876","3,448","1,850","1,599","3,005","1,623","1,382",65,38,28,120,62,58,84,40,44,18,8,10,155,80,76,"51,229","26,026","25,203","42,245","21,626","20,619","1,530","1,000",531,657,302,355,"5,356","2,396","2,960",226,113,113,"1,216",591,625
Snohomish,53061,2015,50-54,"29,139","2,765","1,434","1,331","2,351","1,226","1,126",65,34,32,100,52,48,78,48,30,12,8,4,158,66,93,"55,135","27,705","27,431","46,746","23,587","23,158","1,317",830,487,627,306,321,"5,024","2,261","2,763",222,120,101,"1,200",600,599
Snohomish,53061,2015,55-59,"27,785","2,066","1,033","1,033","1,784",892,892,48,31,17,85,43,42,55,28,27,6,2,4,88,38,51,"53,426","26,752","26,674","45,806","23,098","22,708","1,068",640,428,618,296,322,"4,820","2,174","2,645",159,82,77,956,462,494
Snohomish,53061,2015,60-64,"22,782","1,531",690,841,"1,300",602,698,26,13,13,94,29,65,37,11,27,9,3,6,64,32,32,"45,293","22,092","23,201","39,339","19,334","20,004",692,406,285,440,193,246,"3,976","1,712","2,264",109,52,56,739,394,344
Snohomish,53061,2015,65-69,"17,049","1,099",541,558,992,482,510,18,8,10,36,23,14,17,10,7,5,3,2,31,15,16,"34,547","16,509","18,038","30,100","14,435","15,665",419,240,180,363,178,186,"3,066","1,373","1,693",101,52,49,496,231,265
Snohomish,53061,2015,70-74,"10,656",569,262,306,497,227,270,10,7,3,18,10,8,16,8,8,3,0,3,25,11,14,"22,492","10,394","12,098","19,584","9,064","10,519",255,135,120,212,86,127,"2,092",933,"1,158",40,19,21,309,156,153
Snohomish,53061,2015,75-79,"6,678",355,147,209,301,122,179,3,0,3,10,3,7,8,1,7,3,1,1,30,18,12,"14,728","6,531","8,197","13,053","5,836","7,217",137,54,83,123,61,62,"1,211",492,719,26,8,18,178,80,99
Snohomish,53061,2015,80-84,"4,313",189,88,101,174,78,96,1,0,1,7,6,1,1,1,0,0,0,0,6,3,3,"10,261","4,225","6,036","9,406","3,914","5,492",60,31,29,58,32,26,626,215,411,14,4,10,97,29,68
Snohomish,53061,2015,85+,"3,899",153,65,89,136,60,76,1,0,1,7,0,7,1,0,1,0,0,0,8,5,3,"11,394","3,835","7,559","10,698","3,609","7,089",72,13,60,49,15,35,473,153,320,7,3,4,94,42,52
Snohomish,53061,2015,Total,"379,852","75,676","39,825","35,851","63,790","33,762","30,028","1,911",984,927,"3,000","1,536","1,465","1,511",770,741,397,215,181,"5,067","2,559","2,508","681,924","340,027","341,898","545,452","272,670","272,782","19,630","11,303","8,327","8,798","4,308","4,490","73,094","34,112","38,982","3,610","1,894","1,716","31,341","15,740","15,600"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spokane,53063,2015,0-4,"15,283","2,950","1,532","1,418","2,169","1,125","1,044",90,50,40,174,96,78,35,14,21,27,14,13,456,235,221,"26,965","13,750","13,214","22,390","11,417","10,973",568,289,279,517,259,258,539,272,267,244,105,138,"2,707","1,408","1,299"
Spokane,53063,2015,5-9,"16,078","2,735","1,425","1,311","2,053","1,084",968,67,36,31,169,83,86,45,21,24,14,4,10,387,196,191,"28,393","14,653","13,739","23,890","12,431","11,459",643,345,298,490,260,230,698,282,416,226,122,104,"2,446","1,213","1,233"
Spokane,53063,2015,10-14,"15,692","2,377","1,230","1,148","1,773",921,852,47,30,17,147,70,78,42,23,19,17,4,13,350,182,169,"28,138","14,462","13,676","23,990","12,317","11,673",596,308,288,516,277,239,637,302,335,234,117,117,"2,165","1,142","1,023"
Spokane,53063,2015,15-19,"17,794","2,668","1,319","1,349","2,107","1,056","1,050",58,29,29,168,79,89,42,19,23,16,8,8,277,128,149,"32,706","16,476","16,230","28,240","14,250","13,990",808,428,380,572,285,287,851,408,443,182,89,93,"2,052","1,016","1,036"
Spokane,53063,2015,20-24,"19,420","2,822","1,435","1,387","2,272","1,165","1,107",93,46,47,181,92,89,41,21,20,20,8,13,215,102,113,"36,372","17,985","18,387","31,612","15,493","16,118","1,023",635,388,685,327,358,"1,122",560,562,245,149,95,"1,685",820,865
Spokane,53063,2015,25-29,"16,577","2,158","1,157","1,000","1,756",947,809,56,31,25,123,62,60,29,14,15,19,4,15,175,99,75,"30,360","15,420","14,941","26,884","13,654","13,230",652,436,216,518,259,259,881,409,472,257,129,128,"1,167",532,635
Spokane,53063,2015,30-34,"15,640","1,985","1,038",946,"1,603",826,777,51,32,18,121,59,62,28,20,8,19,12,7,163,89,74,"28,424","14,601","13,822","25,204","12,901","12,303",646,451,195,521,262,259,814,356,458,177,95,82,"1,062",536,527
Spokane,53063,2015,35-39,"14,534","1,554",812,742,"1,306",676,630,24,13,11,94,55,39,37,22,15,9,5,4,85,42,43,"26,750","13,722","13,028","23,872","12,194","11,678",568,405,163,490,242,248,859,404,455,137,77,59,825,399,425
Spokane,53063,2015,40-44,"14,535","1,187",631,556,986,540,446,35,15,19,73,35,38,18,7,12,10,4,6,64,29,34,"27,347","13,903","13,443","24,859","12,647","12,212",518,341,178,426,208,218,761,329,433,126,66,59,656,313,344
Spokane,53063,2015,45-49,"15,229","1,026",550,476,860,464,396,15,11,4,62,34,28,22,12,10,6,3,3,62,26,36,"29,209","14,679","14,530","26,954","13,534","13,420",514,338,176,434,193,242,648,269,378,91,55,36,568,290,278
Spokane,53063,2015,50-54,"16,408",978,504,474,818,430,388,23,13,10,64,30,33,13,6,7,4,1,3,56,23,33,"32,261","15,904","16,357","29,988","14,784","15,203",545,355,190,411,175,236,636,249,387,87,43,43,594,298,297
Spokane,53063,2015,55-59,"16,637",764,365,399,649,314,334,15,7,7,47,25,22,15,7,8,6,0,6,33,11,22,"33,202","16,272","16,930","31,123","15,265","15,858",458,305,153,358,164,194,677,245,431,73,37,36,514,257,257
Spokane,53063,2015,60-64,"14,989",647,298,349,580,267,313,7,4,3,20,11,10,9,4,5,1,1,0,29,11,19,"30,516","14,691","15,825","28,800","13,905","14,895",333,233,99,321,158,162,655,233,422,50,23,27,358,138,220
Spokane,53063,2015,65-69,"12,428",421,206,215,365,185,180,3,2,2,21,11,10,8,2,6,3,2,2,21,6,15,"25,437","12,222","13,215","24,199","11,603","12,596",205,133,72,211,96,115,458,206,251,48,16,31,316,167,148
Spokane,53063,2015,70-74,"8,439",311,139,172,278,122,156,6,4,2,14,9,5,1,0,1,2,0,2,11,4,7,"17,446","8,300","9,146","16,614","7,928","8,686",141,78,63,149,55,94,329,144,185,31,15,16,182,80,102
Spokane,53063,2015,75-79,"5,431",174,91,84,159,80,80,2,1,1,7,5,1,1,1,0,1,1,0,3,2,1,"11,678","5,341","6,338","11,167","5,120","6,046",102,63,38,66,37,29,216,69,147,18,5,13,111,46,65
Spokane,53063,2015,80-84,"3,602",113,53,60,102,46,56,0,0,0,4,1,2,3,2,1,0,0,0,4,4,0,"8,398","3,548","4,850","8,126","3,437","4,689",39,20,19,45,23,22,122,37,85,10,5,5,56,26,30
Spokane,53063,2015,85+,"3,475",87,34,52,82,32,50,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,"9,752","3,441","6,311","9,457","3,316","6,141",57,25,32,30,10,19,137,58,79,2,0,2,69,32,38
Spokane,53063,2015,Total,"242,190","24,957","12,818","12,139","19,918","10,280","9,638",595,328,268,"1,489",758,731,390,195,196,175,72,104,"2,389","1,187","1,202","463,353","229,372","233,981","417,369","206,197","211,171","8,415","5,190","3,225","6,759","3,290","3,469","11,040","4,831","6,208","2,237","1,150","1,087","17,534","8,713","8,821"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Stevens,53065,2015,0-4,"1,136",149,76,72,94,48,46,2,2,0,25,12,13,0,0,0,2,1,1,26,14,12,"2,066","1,060","1,006","1,696",867,830,11,3,8,201,112,89,13,4,9,1,0,1,143,73,70
Stevens,53065,2015,5-9,"1,292",147,78,69,110,59,51,0,0,0,20,9,12,1,0,1,3,1,2,13,10,3,"2,345","1,214","1,131","1,949","1,012",937,12,5,6,192,108,84,18,6,12,9,4,5,165,80,85
Stevens,53065,2015,10-14,"1,452",156,75,81,122,62,60,0,0,0,26,9,16,1,0,1,1,1,0,6,2,4,"2,676","1,377","1,299","2,309","1,183","1,126",20,12,8,147,78,69,10,4,6,11,5,6,179,95,84
Stevens,53065,2015,15-19,"1,470",159,84,76,128,67,61,0,0,0,19,12,7,0,0,0,1,0,1,11,4,6,"2,697","1,386","1,311","2,342","1,200","1,142",19,10,8,165,91,74,10,7,3,4,3,1,158,75,83
Stevens,53065,2015,20-24,"1,365",124,53,71,81,32,49,0,0,0,24,11,13,0,0,0,2,2,0,16,7,9,"2,504","1,312","1,192","2,065","1,088",977,22,13,9,273,144,129,19,5,14,5,4,2,118,58,60
Stevens,53065,2015,25-29,"1,009",72,33,39,47,23,24,0,0,0,15,8,6,0,0,0,0,0,0,10,1,9,"1,895",976,918,"1,628",845,783,7,2,4,154,77,77,25,7,19,3,3,0,78,42,36
Stevens,53065,2015,30-34,908,83,38,46,62,32,31,0,0,0,13,2,10,0,0,0,1,0,1,7,4,3,"1,786",870,917,"1,577",759,818,4,3,1,128,74,55,15,5,10,0,0,0,62,29,33
Stevens,53065,2015,35-39,973,56,22,33,42,15,26,0,0,0,8,4,4,2,0,2,1,1,0,3,2,1,"1,925",951,974,"1,724",857,867,4,2,2,115,55,61,20,7,13,4,0,4,58,31,27
Stevens,53065,2015,40-44,"1,119",66,29,37,55,22,33,0,0,0,7,5,2,1,1,0,2,1,1,1,0,1,"2,227","1,090","1,137","2,009",981,"1,028",10,2,7,114,58,56,18,3,15,11,5,6,65,40,25
Stevens,53065,2015,45-49,"1,290",68,25,43,60,23,37,0,0,0,7,2,5,0,0,0,0,0,0,1,0,1,"2,569","1,265","1,304","2,334","1,154","1,180",10,3,7,125,62,63,19,4,15,2,0,2,79,41,38
Stevens,53065,2015,50-54,"1,579",73,34,39,57,28,30,0,0,0,8,4,4,1,1,0,2,1,1,4,0,4,"3,215","1,546","1,669","2,954","1,427","1,527",22,15,7,150,72,78,14,4,11,4,2,2,70,25,45
Stevens,53065,2015,55-59,"1,826",66,28,37,59,25,34,0,0,0,5,2,4,0,0,0,1,1,0,0,0,0,"3,685","1,798","1,887","3,416","1,674","1,741",14,7,7,150,75,76,23,2,20,6,2,3,76,37,39
Stevens,53065,2015,60-64,"1,863",61,31,30,43,23,20,0,0,0,7,4,3,2,0,2,0,0,0,10,4,6,"3,709","1,832","1,877","3,480","1,715","1,766",5,3,2,119,62,57,22,8,14,3,1,1,79,43,37
Stevens,53065,2015,65-69,"1,725",44,19,25,38,17,22,0,0,0,4,1,3,0,0,0,0,0,0,1,1,0,"3,357","1,706","1,651","3,156","1,601","1,555",4,3,2,122,61,61,17,7,10,1,1,0,57,33,24
Stevens,53065,2015,70-74,"1,279",31,18,13,24,14,10,0,0,0,4,2,2,0,0,0,0,0,0,3,2,2,"2,448","1,261","1,187","2,326","1,206","1,120",2,2,0,66,34,32,12,3,9,2,1,1,39,14,25
Stevens,53065,2015,75-79,822,16,10,6,10,4,6,0,0,0,5,5,0,0,0,0,0,0,0,2,2,0,"1,602",812,790,"1,499",769,730,1,0,1,54,23,31,16,5,11,0,0,0,32,16,16
Stevens,53065,2015,80-84,503,8,6,1,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,026",496,529,983,483,500,0,0,0,32,11,20,4,1,3,0,0,0,7,1,6
Stevens,53065,2015,85+,382,10,3,7,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,379,533,883,367,515,0,0,0,17,6,11,2,0,2,1,0,1,8,5,3
Stevens,53065,2015,Total,"21,992","1,388",662,726,"1,051",503,548,2,2,0,195,92,103,8,2,6,17,10,8,115,53,61,"42,642","21,330","21,312","38,331","19,188","19,143",168,88,80,"2,325","1,202","1,123",278,82,196,67,31,36,"1,473",738,735
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Thurston,53067,2015,0-4,"7,957","2,490","1,332","1,159","1,793",966,826,68,34,34,100,56,45,71,44,28,28,13,15,430,219,211,"12,956","6,625","6,331","9,566","4,874","4,692",413,220,192,219,118,101,656,320,336,138,76,62,"1,965","1,018",948
Thurston,53067,2015,5-9,"8,455","2,317","1,218","1,099","1,727",933,794,77,35,42,100,39,60,62,36,26,18,11,7,333,162,171,"14,048","7,238","6,810","10,527","5,486","5,041",490,226,264,201,108,92,921,461,460,178,100,78,"1,731",857,874
Thurston,53067,2015,10-14,"8,638","2,128","1,099","1,029","1,609",835,774,73,43,31,101,50,51,53,30,23,27,12,15,264,130,135,"14,573","7,539","7,033","11,018","5,767","5,250",579,293,286,223,121,102,910,413,497,202,110,92,"1,641",835,807
Thurston,53067,2015,15-19,"8,808","1,995","1,042",953,"1,471",783,687,83,40,43,120,58,61,52,29,22,23,13,11,247,118,129,"14,934","7,766","7,168","11,486","5,980","5,506",647,344,302,196,95,101,986,515,471,201,99,102,"1,419",733,686
Thurston,53067,2015,20-24,"8,788","1,946",963,983,"1,566",769,797,55,26,29,100,54,46,34,14,19,16,6,10,174,94,80,"15,763","7,824","7,939","12,715","6,322","6,393",533,294,239,264,125,139,945,452,493,196,103,93,"1,110",528,582
Thurston,53067,2015,25-29,"8,201","1,746",898,848,"1,381",717,665,43,15,28,85,43,42,45,30,15,16,12,4,176,82,94,"14,874","7,303","7,571","12,202","6,053","6,149",506,301,206,207,109,97,844,351,493,177,82,95,938,407,531
Thurston,53067,2015,30-34,"8,638","1,774",878,896,"1,444",717,727,53,26,27,87,42,44,43,17,26,21,11,10,127,66,61,"15,745","7,759","7,985","12,846","6,355","6,491",568,342,226,261,133,128,"1,017",422,595,198,108,89,855,399,456
Thurston,53067,2015,35-39,"8,370","1,526",760,766,"1,211",613,598,58,32,26,72,31,42,47,27,20,24,12,12,114,46,68,"15,530","7,610","7,919","12,655","6,254","6,401",580,341,239,252,130,122,"1,226",493,733,175,94,81,641,297,344
Thurston,53067,2015,40-44,"8,430","1,326",676,650,"1,100",559,541,48,24,24,66,33,32,20,11,9,7,4,2,86,44,42,"15,737","7,754","7,982","13,092","6,486","6,606",596,361,236,220,103,118,"1,133",494,638,143,72,71,552,238,313
Thurston,53067,2015,45-49,"8,583","1,052",537,515,876,457,419,26,10,17,62,24,37,16,8,9,4,3,1,67,35,32,"16,296","8,046","8,250","13,874","6,899","6,976",543,313,230,189,102,86,"1,045",434,611,158,80,78,488,218,269
Thurston,53067,2015,50-54,"9,039",913,463,449,762,391,371,22,9,13,45,23,21,32,17,15,5,3,2,47,20,27,"17,798","8,576","9,222","15,313","7,418","7,895",561,357,204,226,108,118,"1,147",424,723,115,67,48,437,203,234
Thurston,53067,2015,55-59,"9,099",677,328,349,580,283,297,11,5,6,23,14,10,17,5,12,2,2,0,43,20,23,"18,584","8,770","9,814","16,314","7,716","8,599",436,267,169,219,107,112,"1,115",443,672,126,56,70,372,180,192
Thurston,53067,2015,60-64,"8,432",571,261,310,480,224,256,18,5,12,33,19,14,8,2,5,6,3,4,27,8,19,"17,653","8,171","9,481","15,887","7,427","8,460",306,188,118,166,76,90,891,294,597,94,48,45,308,138,170
Thurston,53067,2015,65-69,"7,185",392,188,204,327,154,173,12,7,5,21,13,8,7,4,3,2,0,2,23,11,12,"15,058","6,997","8,061","13,600","6,319","7,281",232,148,85,146,80,66,787,306,481,58,29,28,235,116,120
Thurston,53067,2015,70-74,"4,876",289,146,143,260,134,126,5,2,3,7,4,3,7,2,5,0,0,0,10,4,6,"10,172","4,730","5,442","9,246","4,306","4,940",119,79,40,109,63,46,555,216,339,33,14,19,110,51,58
Thurston,53067,2015,75-79,"3,105",116,68,48,109,67,42,3,1,1,2,0,2,1,0,1,0,0,0,1,0,1,"6,622","3,036","3,585","6,087","2,834","3,253",68,40,29,36,14,22,326,109,217,17,4,13,88,36,52
Thurston,53067,2015,80-84,"2,066",84,48,36,78,44,33,0,0,0,4,3,1,0,0,0,0,0,0,3,1,1,"4,560","2,017","2,542","4,274","1,906","2,369",34,22,12,18,6,12,177,59,118,7,5,2,50,20,30
Thurston,53067,2015,85+,"1,843",62,30,32,56,30,25,3,0,3,0,0,0,0,0,0,2,0,2,2,0,2,"5,103","1,812","3,291","4,920","1,749","3,171",28,9,19,19,7,13,105,31,74,7,4,3,24,12,12
Thurston,53067,2015,Total,"130,512","21,406","10,935","10,470","16,830","8,677","8,153",657,312,345,"1,027",507,520,514,275,239,202,105,97,"2,175","1,060","1,116","246,004","119,577","126,427","205,623","100,150","105,473","7,241","4,146","3,095","3,170","1,604","1,566","14,786","6,239","8,547","2,223","1,152","1,071","12,963","6,287","6,676"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Wahkiakum,53069,2015,0-4,72,13,5,8,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,131,67,64,115,59,56,1,0,1,3,3,1,1,0,1,0,0,0,11,5,5
Wahkiakum,53069,2015,5-9,87,19,9,11,10,3,7,0,0,0,2,0,2,0,0,0,0,0,0,7,5,2,158,78,79,147,73,74,1,1,0,1,1,0,0,0,0,2,1,1,7,3,4
Wahkiakum,53069,2015,10-14,100,17,6,11,11,4,7,2,0,2,1,0,1,0,0,0,0,0,0,3,2,2,188,94,95,172,82,90,1,1,0,9,8,1,1,1,0,0,0,0,6,2,4
Wahkiakum,53069,2015,15-19,101,11,8,3,7,4,3,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,195,93,102,173,88,85,2,1,1,4,1,4,1,0,1,0,0,0,15,4,10
Wahkiakum,53069,2015,20-24,101,8,4,4,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,97,68,149,90,59,0,0,0,2,2,0,2,0,2,0,0,0,12,6,6
Wahkiakum,53069,2015,25-29,77,6,3,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,74,53,115,66,49,1,1,0,1,1,0,0,0,0,2,1,1,8,4,4
Wahkiakum,53069,2015,30-34,77,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,73,62,130,71,59,1,1,0,0,0,0,2,1,1,0,0,0,2,0,2
Wahkiakum,53069,2015,35-39,77,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,76,73,141,73,68,0,0,0,3,2,1,1,0,1,0,0,0,4,1,3
Wahkiakum,53069,2015,40-44,88,5,1,4,1,0,1,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,177,87,91,167,84,84,0,0,0,3,0,3,4,1,2,0,0,0,3,2,1
Wahkiakum,53069,2015,45-49,115,7,1,5,5,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,215,113,102,206,109,97,0,0,0,1,1,0,2,0,2,0,0,0,6,4,3
Wahkiakum,53069,2015,50-54,134,11,3,9,8,3,5,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,252,131,122,239,127,112,0,0,0,3,2,1,5,0,5,1,1,0,5,1,4
Wahkiakum,53069,2015,55-59,163,10,7,4,9,7,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,322,157,165,304,149,155,0,0,0,1,1,0,5,2,2,0,0,0,12,4,8
Wahkiakum,53069,2015,60-64,193,3,0,3,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,393,193,199,379,186,193,1,1,0,8,5,4,1,0,1,0,0,0,3,1,2
Wahkiakum,53069,2015,65-69,201,7,4,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,197,211,397,193,204,0,0,0,1,0,1,2,0,2,0,0,0,8,4,4
Wahkiakum,53069,2015,70-74,167,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,167,164,320,162,158,0,0,0,2,1,1,0,0,0,0,0,0,9,4,5
Wahkiakum,53069,2015,75-79,112,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,110,110,214,107,107,0,0,0,3,0,3,0,0,0,2,2,0,1,1,0
Wahkiakum,53069,2015,80-84,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,71,72,143,71,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wahkiakum,53069,2015,85+,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,58,81,137,58,80,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Wahkiakum,53069,2015,Total,"1,993",132,57,75,99,45,54,5,2,3,11,3,8,1,0,1,0,0,0,15,7,8,"3,848","1,936","1,912","3,648","1,848","1,800",8,6,2,45,26,20,27,6,21,7,5,2,113,46,67
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Walla Walla,53071,2015,0-4,"1,782","1,499",776,723,"1,399",725,674,21,13,8,38,18,20,2,0,2,2,1,1,36,19,18,"1,945","1,006",939,"1,729",892,837,27,17,10,15,8,6,27,11,17,4,3,1,144,75,69
Walla Walla,53071,2015,5-9,"1,929","1,491",738,753,"1,376",684,692,19,12,6,43,17,26,4,1,3,2,0,2,48,24,23,"2,232","1,191","1,041","1,982","1,068",913,31,18,13,25,12,13,29,7,23,7,3,4,158,82,76
Walla Walla,53071,2015,10-14,"1,846","1,361",643,717,"1,302",614,689,9,4,5,24,10,14,2,2,0,1,1,0,23,12,10,"2,414","1,203","1,211","2,167","1,094","1,073",30,14,16,36,18,17,35,18,17,13,4,8,135,55,80
Walla Walla,53071,2015,15-19,"2,388","1,438",715,723,"1,323",651,672,21,13,9,36,20,16,16,12,4,2,2,0,39,17,22,"3,466","1,673","1,793","3,072","1,492","1,581",65,42,23,36,20,16,97,44,53,24,8,16,172,68,104
Walla Walla,53071,2015,20-24,"2,755","1,322",684,639,"1,232",643,589,12,5,7,35,16,19,9,6,2,1,0,1,33,14,19,"3,923","2,071","1,852","3,388","1,746","1,643",167,139,28,45,30,14,129,56,73,32,23,9,163,77,86
Walla Walla,53071,2015,25-29,"2,440","1,061",620,441,990,579,411,18,10,8,28,14,14,5,2,2,1,1,0,19,13,6,"2,929","1,820","1,109","2,505","1,486","1,019",191,186,6,49,41,7,68,34,34,21,15,5,96,57,39
Walla Walla,53071,2015,30-34,"1,751",901,519,382,852,487,366,8,4,3,19,9,10,7,5,1,1,1,0,14,13,1,"2,185","1,232",953,"1,923","1,062",860,93,88,5,25,17,7,61,21,40,17,11,6,66,31,35
Walla Walla,53071,2015,35-39,"1,670",979,493,486,919,459,460,18,10,8,23,15,8,9,3,6,0,0,0,10,6,4,"2,247","1,177","1,071","1,995","1,016",979,88,81,7,41,29,12,45,14,31,14,4,10,64,32,32
Walla Walla,53071,2015,40-44,"1,685",757,394,363,715,374,341,10,6,4,21,10,11,2,0,2,0,0,0,8,4,4,"2,526","1,291","1,235","2,302","1,151","1,152",90,78,12,35,23,13,53,16,37,5,3,2,41,21,20
Walla Walla,53071,2015,45-49,"1,739",613,321,292,565,297,268,9,6,3,23,10,13,6,4,1,4,2,2,7,1,5,"2,831","1,418","1,412","2,642","1,297","1,345",77,66,11,27,16,11,35,13,22,6,5,1,43,21,22
Walla Walla,53071,2015,50-54,"1,883",496,272,224,448,246,202,6,2,4,17,11,6,8,5,3,3,2,2,14,6,7,"3,344","1,611","1,733","3,133","1,485","1,648",84,67,16,27,17,10,36,15,21,14,6,9,50,20,30
Walla Walla,53071,2015,55-59,"1,930",368,189,179,347,175,172,4,3,1,9,5,4,0,0,0,3,1,1,5,5,0,"3,646","1,741","1,906","3,477","1,658","1,820",45,33,11,30,14,17,43,15,28,4,1,3,47,20,27
Walla Walla,53071,2015,60-64,"1,891",292,141,151,282,140,142,0,0,0,3,0,3,0,0,0,1,0,1,5,1,4,"3,625","1,750","1,876","3,447","1,657","1,790",35,27,8,36,20,16,46,16,30,7,4,3,54,25,29
